"age","workclass","fnlwgt","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","y"
23," State-gov",279243,10," Never-married"," Protective-serv"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
60," Private",349898,9," Widowed"," Other-service"," Not-in-family"," White"," Female",0,0,44," United-States"," <=50K"
31," Private",217460,9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"
20," Private",238685,10," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,32," United-States"," <=50K"
25," Private",193773,9," Never-married"," Other-service"," Not-in-family"," Black"," Female",0,0,35," United-States"," <=50K"
58," Private",293399,7," Widowed"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
20," Local-gov",188950,10," Never-married"," Protective-serv"," Own-child"," White"," Male",0,0,25," United-States"," <=50K"
62," Private",24515,5," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
36," Self-emp-not-inc",182898,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7298,0,40," United-States"," >50K"
45," Private",183092,12," Never-married"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"
48," State-gov",118330,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",5178,0,40," United-States"," >50K"
58," Private",145574,7," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
43," Private",302041,9," Never-married"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"
59," Private",32552,13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,4," United-States"," <=50K"
42," Private",185413,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
23," Federal-gov",163870,10," Never-married"," Armed-Forces"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"
48," Private",208748,3," Divorced"," Machine-op-inspct"," Unmarried"," Other"," Female",0,0,40," Dominican-Republic"," <=50K"
32," Local-gov",84119,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
17," Private",138293,7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,15," United-States"," <=50K"
35," Private",240389,10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,43," United-States"," >50K"
56," Private",116143,13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",5178,0,44," United-States"," >50K"
44," Federal-gov",161240,9," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
31," Private",126402,9," Never-married"," Farming-fishing"," Not-in-family"," Black"," Female",0,0,60," United-States"," <=50K"
45," Local-gov",318280,10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,50," United-States"," >50K"
45," Private",274689,6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
42," Private",157367,9," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",0,0,35," ?"," <=50K"
33," Private",217460,12," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
33," Local-gov",33727,14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
33," Private",160216,14," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,32," ?"," <=50K"
46," Private",121124,12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,50," United-States"," >50K"
43," Self-emp-not-inc",144218,8," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
59," Self-emp-inc",169982,10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,60," United-States"," >50K"
60," Private",148522,10," Married-civ-spouse"," Craft-repair"," Husband"," Amer-Indian-Eskimo"," Male",0,0,40," United-States"," <=50K"
20," Private",229414,9," Never-married"," Machine-op-inspct"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
26," Private",291968,15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1977,40," United-States"," >50K"
46," Federal-gov",349230,11," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,1848,40," United-States"," >50K"
36," Local-gov",101481,9," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
54," Self-emp-not-inc",46704,9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,60," United-States"," >50K"
68," Local-gov",31725,9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
28," Private",375655,13," Never-married"," Sales"," Unmarried"," White"," Male",0,0,50," United-States"," <=50K"
26," Private",194352,13," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
24," Private",194096,9," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,45," United-States"," <=50K"
20," Private",215495,10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," Mexico"," <=50K"
69," Local-gov",197288,9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,35," United-States"," <=50K"
58," Self-emp-not-inc",157786,9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
31," Private",61308,6," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
46," Federal-gov",195023,10," Separated"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
43," Private",171888,10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
17," Self-emp-inc",183784,6," Never-married"," Sales"," Own-child"," White"," Male",0,0,15," United-States"," <=50K"
20," Private",219262,10," Never-married"," Sales"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
19," ?",234519,10," Never-married"," ?"," Own-child"," White"," Male",0,0,35," United-States"," <=50K"
35," Private",96824,10," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
23," Private",80680,10," Married-civ-spouse"," Sales"," Own-child"," White"," Female",0,0,16," United-States"," <=50K"
21," Private",216672,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
50," Private",187830,13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,50," United-States"," >50K"
26," Private",142506,13," Never-married"," Prof-specialty"," Unmarried"," Black"," Female",0,0,35," United-States"," <=50K"
21," Private",383603,6," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
30," Private",140790,9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
35," Self-emp-not-inc",157473,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
59," ?",409842,14," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,20," United-States"," <=50K"
68," Private",144056,9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",3818,0,40," United-States"," <=50K"
46," Private",45363,15," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,2824,40," United-States"," >50K"
21," Private",205838,9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,37," United-States"," <=50K"
56," Self-emp-not-inc",67841,9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
45," Private",293691,9," Divorced"," Adm-clerical"," Not-in-family"," Asian-Pac-Islander"," Female",0,1590,40," Japan"," <=50K"
35," Private",334999,9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
58," Self-emp-inc",113806,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,30," United-States"," >50K"
44," Private",187720,11," Never-married"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
38," Private",52963,13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"
33," Private",190511,4," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Male",2176,0,35," United-States"," <=50K"
36," Private",166549,13," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",0,0,55," United-States"," >50K"
34," State-gov",221966,13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"
19," Private",323810,6," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
22," Private",228465,9," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
73," Private",183213,11," Widowed"," Prof-specialty"," Not-in-family"," White"," Male",25124,0,60," United-States"," >50K"
36," Private",209993,2," Widowed"," Other-service"," Other-relative"," White"," Female",0,0,20," Mexico"," <=50K"
25," Local-gov",206002,9," Divorced"," Tech-support"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
28," Private",172891,9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
53," Local-gov",207449,6," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
33," Private",408813,13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"
27," Private",244402,12," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," >50K"
42," Private",155972,9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," >50K"
43," Private",462180,15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",99999,0,60," United-States"," >50K"
35," Private",30565,9," Married-AF-spouse"," Other-service"," Wife"," White"," Female",0,0,40," United-States"," >50K"
38," Private",241998,8," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7688,0,40," United-States"," >50K"
30," Private",130369,11," Separated"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
41," Private",223548,2," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," Mexico"," <=50K"
50," Self-emp-not-inc",221336,10," Divorced"," Exec-managerial"," Unmarried"," Asian-Pac-Islander"," Female",0,0,40," ?"," <=50K"
31," Self-emp-not-inc",182177,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1902,40," United-States"," >50K"
45," Private",135044,9," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
39," Private",319248,6," Never-married"," Other-service"," Unmarried"," White"," Female",0,0,25," Mexico"," <=50K"
48," ?",151584,10," Never-married"," ?"," Not-in-family"," White"," Male",8614,0,60," United-States"," >50K"
66," ?",213477,4," Divorced"," ?"," Not-in-family"," White"," Male",0,0,10," United-States"," <=50K"
58," ?",37591,13," Widowed"," ?"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
43," Self-emp-inc",150533,11," Married-civ-spouse"," Exec-managerial"," Other-relative"," White"," Male",0,0,50," United-States"," >50K"
65," Private",172906,9," Widowed"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
20," Private",201799,10," Never-married"," Sales"," Own-child"," White"," Female",0,0,13," United-States"," <=50K"
29," Private",150717,11," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
43," Private",156771,6," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
23," Private",216639,13," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
37," Self-emp-not-inc",36214,13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,65," United-States"," >50K"
47," Private",201865,9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
45," Self-emp-not-inc",319122,13," Never-married"," Sales"," Not-in-family"," White"," Male",14084,0,45," United-States"," >50K"
45," Private",379393,10," Divorced"," Tech-support"," Not-in-family"," White"," Female",0,0,45," United-States"," <=50K"
32," Private",133861,13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",13550,0,48," United-States"," >50K"
39," Private",80004,9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
24," Private",90046,13," Separated"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
37," Private",193855,9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
46," Private",206889,13," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,25," United-States"," <=50K"
45," Local-gov",93535,14," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
26," Local-gov",73392,9," Never-married"," Handlers-cleaners"," Own-child"," Amer-Indian-Eskimo"," Male",0,0,30," United-States"," <=50K"
46," Private",171095,12," Divorced"," Sales"," Unmarried"," White"," Female",0,0,38," United-States"," <=50K"
56," Private",235205,9," Widowed"," Other-service"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
51," Private",153870,9," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States"," >50K"
17," Private",198830,7," Never-married"," Adm-clerical"," Other-relative"," White"," Female",0,0,10," United-States"," <=50K"
45," Private",167187,13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," >50K"
42," Private",230684,9," Married-civ-spouse"," Sales"," Husband"," White"," Male",5178,0,50," United-States"," >50K"
39," Private",181661,9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
31," Private",186144,4," Never-married"," Machine-op-inspct"," Not-in-family"," Other"," Female",0,0,40," Mexico"," <=50K"
20," Federal-gov",178517,10," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
33," Private",379798,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
25," Private",122175,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States"," >50K"
37," Self-emp-not-inc",241998,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,5," United-States"," >50K"
